label,id,name,source_document,purpose,description,characteristics
InformationItem,15-13,Assessment/audit result,ASPICE_PAM_4.1,null,null,"Documentation of results of an audit or assessment activity.
Identifies:
• Gaps, potentials, weaknesses or non-conformances that require corrective actions
• Scope and purpose
• Context to the evaluations
• Results, for example rating by percentage or traffic lights
• Dates the activity was performed
• Requirements used
Includes:
• Methods used
• References to evidence
• Assumptions and limitations
• Organizational unit
• Sponsor information
• Assessment team
• Attendees"
InformationItem,15-16,Improvement opportunity,ASPICE_PAM_4.1,null,null,"Suggestion or idea of an improvement related to a weakness or a new capability.
Identifies:
• Related problem and cause
• Value expected to benefit of, for example business opportunities or efficiency increases
• Penalties of losses for not making the improvement
Includes:
• Owner
• Decider and approve
• Evaluation of the improvement"
InformationItem,16-06,Process repository,ASPICE_PAM_4.1,null,null,"Controlled storage location for configuration related artefacts of a process. Identifies: Artefacts, for example process descriptions, Assets of the process, Access control, Changes to artefacts, Version information, Meta data, for example name, attributes, reference links. Includes: Storage and retrieval characteristics, for example in archiving processes, Status information."
InformationItem,12-03,Reuse candidate,ASPICE_PAM_4.1,null,null,"Description of a product that might be reused. Identifies: Name of the product, Person responsible for the product, Reuse goals and objectives, List of reuse assets, Issues/risks of reusing the product, Person responsible for the qualification of the product to be reused, Type of the product's provision (for example storage location or delivery details). Includes: Specific requirements."
InformationItem,04-02,Domain architecture,ASPICE_PAM_4.1,null,null,"High-level design and structure specific to a domain.
Identifies:
• Domain model(s) tailored from
• Asset specifications
• Definition of boundaries and relationships with other domains, for example within a Domain Interface Specification
• Domain vocabulary
• Domain representation standard
Includes:
• Justifying rationale for the chosen architecture
• Functions and features
• Capability and concepts of the domain"
InformationItem,15-07,Reuse analysis evidence,ASPICE_PAM_4.1,null,null,"Evaluation of suitability for an existing component, requirement, design element, or process to be used in a new project.
Identifies:
• Constraints for reuse, for example known defects and vulnerabilities
• Related change of infrastructure and environment
• Functional fit
• Compatibility
• Dependencies
• Maturity
Includes:
• Regulatory and standard differences
• Characteristics of domain specific architecture
Examples and References:
• Reuse of an off-the-shelf component within a different product line."
InformationItem,13-53,Qualification evidence,ASPICE_PAM_4.1,null,null,"Evidence that the products for reuse are qualified for the intended use of the deliverable.
Identifies:
• Qualification checklist
• Passed items
• Failed items
• Pending items
• Problems identified during qualification
• Recommendation of actions
• Conclusions of qualification
Includes:
• Risk analysis
• Approval
• Applicable standards"
GenericPractice,GP 1.1.1,null,ASPICE_PAM_4.1,null,Achieve the intent of the base practices. Produce work products that evidence the process outcomes.,null
GenericPractice,GP 2.1.1,null,ASPICE_PAM_4.1,null,Identify the objectives and define a strategy for the performance of the process. The scope of the process activities including the management of process performance and the management of work products are determined. Corresponding results to be achieved are determined. The process performance objectives and associated criteria are identified. Assumptions and constraints are considered when identifying the performance objectives. The approach and methodology for the process performance is determined.,null
GenericPractice,GP 2.1.2,null,ASPICE_PAM_4.1,null,"Plan the performance of the process. The planning for the performance of the process is established according to the defined objectives, criteria, and strategy. The process activities and work packages are defined. The estimates for the work packages are identified using appropriate methods.",null
GenericPractice,GP 2.1.3,null,ASPICE_PAM_4.1,null,"Determine the resource needs. The required amount of human resources, and experience, knowledge and skill needs for the process performance are determined based on the planning. The needs for physical and material resources are determined based on the planning. The required responsibilities and authorities to perform the process, and to manage the corresponding work products are determined.",null
GenericPractice,GP 2.1.4,null,ASPICE_PAM_4.1,null,"Identify and make available the resources. The individuals performing and managing the process are identified and allocated according to the determined needs. The individuals performing and managing the process are being qualified to execute their responsibilities. The other resources, necessary for performing the process are identified, made available, allocated and used according to the determined needs.",null
GenericPractice,GP 2.1.5,null,ASPICE_PAM_4.1,null,Monitor and adjust the performance of the process. The process performance is monitored to identify deviations from the planning. Appropriate actions in case of deviations from the planning are taken. The planning is adjusted as necessary.,null
GenericPractice,GP 2.1.6,null,ASPICE_PAM_4.1,null,Manage the interfaces between involved parties. The individuals and groups including required external parties involved in the process performance are determined. The responsibilities are assigned to the relevant individuals or parties. The communication mechanisms between the involved parties are determined. An effective communication between the involved parties is established and maintained.,null
GenericPractice,GP 2.2.1,null,ASPICE_PAM_4.1,null,Define the requirements for the work products. The requirements for the content and structure of the work products to be produced are defined. Quality criteria for the work products are identified. Appropriate review and approval criteria for the work products are defined.,null
GenericPractice,GP 2.2.2,null,ASPICE_PAM_4.1,null,"Define the requirements for storage and control of the work products. The requirements for the storage and control of the work products are defined, including their identification and distribution.",null
GenericPractice,GP 2.2.3,null,ASPICE_PAM_4.1,null,"Identify, store and control the work products. The work products to be controlled are identified. The work products are stored and controlled in accordance with the requirements. A change control is established for work products. Versioning and baselining of the work products is performed in accordance with the requirements for storage and control of the work products. The work products including the revision status are made available through appropriate mechanisms.",null
GenericPractice,GP 2.2.4,null,ASPICE_PAM_4.1,null,Review and adjust work products. The work products are reviewed against the defined requirements and criteria. Resolution of issues arising from work products reviews is ensured.,null
GenericPractice,GP 3.1.1,null,ASPICE_PAM_4.1,null,"Establish and maintain the standard process. A suitable standard process is developed including the required activities and their interactions comprising: the inputs and outputs of the standard process are defined including the interactions and sequence with other processes; the process performance roles are identified and assigned to the standard process activities including their type of involvement, responsibilities, and authorities. Sufficiently detailed guidance, procedures, and templates are provided to support the execution of the process as needed. Appropriate tailoring guidelines including predefined unambiguous criteria as well as predefined and unambiguous proceedings are defined based on identified deployment needs and the context of the standard process. The standard process is maintained according to corresponding feedback from the monitoring of the deployed processes.",null
GenericPractice,GP 3.1.2,null,ASPICE_PAM_4.1,null,"Determine the required competencies. The required competencies, skills, and experience for performing the standard process are determined for the identified roles. Appropriate qualification methods to acquire the necessary competencies and skills are determined, maintained, and made available for the identified roles.",null
GenericPractice,GP 3.1.3,null,ASPICE_PAM_4.1,null,Determine the required resources. The required physical and material resources and process infrastructure needs for performing the standard process are determined.,null
GenericPractice,GP 3.1.4,null,ASPICE_PAM_4.1,null,Determine suitable methods to monitor the standard process. Methods and required activities for monitoring the effectiveness and adequacy of the standard process are determined. Appropriate criteria and information needed to monitor the standard process are defined.,null
GenericPractice,GP 3.2.1,null,ASPICE_PAM_4.1,null,Deploy a defined process that satisfies the context specific requirements of the use of the standard process. The defined process is appropriately selected and/or tailored from the standard process. The conformance of the defined process with standard process requirements and tailoring criteria is verified. The defined process is used as managed process to achieve the process outcomes.,null
GenericPractice,GP 3.2.2,null,ASPICE_PAM_4.1,null,"Ensure the required competencies for the defined roles. The human resources are allocated to the defined roles according to the required competencies and skills. The assignment of persons to roles and corresponding responsibilities and authorities for performing the defined process is communicated. The gaps in competencies and skills are identified, and the corresponding qualification measures are initiated and monitored. Availability and usage of the project staff are measured and monitored.",null
GenericPractice,GP 3.2.3,null,ASPICE_PAM_4.1,null,"Ensure the required resources to support the performance of the defined process. The required information to perform the defined process is made available, allocated and used. The required physical and material resources, process infrastructure and work environment are made available, allocated and used. Availability and usage of the resources are measured and monitored.",null
GenericPractice,GP 3.2.4,null,ASPICE_PAM_4.1,null,Monitor the performance of the defined process. Information is collected and analyzed according to the determined process monitoring methods to understand the effectiveness and adequacy of the defined process. The results of the analysis are made available to all involved parties and used to identify where continual improvement of the standard and/or defined process can be made.,null
GenericPractice,GP 4.1.1,null,ASPICE_PAM_4.1,null,Identify the business goals. The business goals are identified that are supported by the quantitatively measured process.,null
GenericPractice,GP 4.1.2,null,ASPICE_PAM_4.1,null,"Establish the process information needs. The stakeholders of the identified business goals and the quantitatively measured process are identified, and their information needs are defined and agreed.",null
GenericPractice,GP 4.1.3,null,ASPICE_PAM_4.1,null,"Identify the measurable relationships between process elements. Identify the relationships between process elements, or sets of process elements, which contribute to the process information needs.",null
GenericPractice,GP 4.1.4,null,ASPICE_PAM_4.1,null,"Derive a process measurement approach and select the analysis techniques. Based on the measurable relationships of process elements, or set of process elements, the process measurement metrics are derived to satisfy the established process information needs. The frequency of data collection is defined. Select the analysis techniques, appropriate to the collected data. Algorithms and methods to create derived measurement results from base measures are defined, as appropriate. The verification mechanism for base and derived measures is defined.",null
GenericPractice,GP 4.1.5,null,ASPICE_PAM_4.1,null,Establish quantitative control limits. Establish quantitative control limits for the derived metrics. An agreement with the process stakeholders is established.,null
GenericPractice,GP 4.1.6,null,ASPICE_PAM_4.1,null,Collect product and process measurement results through performing the defined process. Data collection mechanisms are created for all identified metrics. The required data are collected across process instances with the defined frequency and recorded. The measurement results are analyzed and reported to the identified stakeholders.,null
GenericPractice,GP 4.2.1,null,ASPICE_PAM_4.1,null,Identify the variations in process performance. The deviations in the performance of process instances from the established quantitative control limits are determined based on the collected quantitative measurement data.,null
GenericPractice,GP 4.2.2,null,ASPICE_PAM_4.1,null,Identify the causes of variation. The determined deviations in the process performance are analyzed to identify potential causes of variation using the defined analysis techniques. Distributions are used to quantitatively understand the variation of process performance under the influence of potential causes of variation. The consequences of process variation are analyzed.,null
GenericPractice,GP 4.2.3,null,ASPICE_PAM_4.1,null,Identify and implement corrective actions to address assignable causes. The results of the variation analyses are provided to those responsible for taking action. Corrective actions are determined and implemented to address each assignable cause of variation. The corrective action results are monitored and evaluated to determine their effectiveness.,null
GenericPractice,GP 5.1.1,null,ASPICE_PAM_4.1,null,Define the process innovation objectives for the process that support the relevant business goals. New business visions and goals are analyzed to give guidance for new process objectives and potential areas of process innovation. The quantitative and qualitative process innovation objectives are defined and documented.,null
GenericPractice,GP 5.1.2,null,ASPICE_PAM_4.1,null,Analyze the quantitative data of the process. The common causes of variation in process performance across process instances are identified and analyzed to get a quantitative understanding of their impact.,null
GenericPractice,GP 5.1.3,null,ASPICE_PAM_4.1,null,"Identify the innovation opportunities. Identify the opportunities for innovation based on the quantitative understanding of the analyzed data. Industry best practices, new technologies and process concepts are identified and evaluated. Feedback on opportunities for innovation is actively sought. Emergent risks are considered in evaluating the improvement opportunities.",null
GenericPractice,GP 5.2.1,null,ASPICE_PAM_4.1,null,Define and assess the impact of the proposed changes.,null
GenericPractice,GP 5.2.2,null,ASPICE_PAM_4.1,null,Implement the agreed process changes.,null
GenericPractice,GP 5.2.3,null,ASPICE_PAM_4.1,null,"Evaluate the effectiveness of the process changes. Performance and capability of the changed process are measured and compared with historical data. Performance and capability of the changed process are analyzed to determine whether the process performance has improved with respect to common causes of variations. Other feedback is recorded, such as opportunities for further innovation of the standard process. A mechanism is available for documenting and reporting the analysis results to stakeholders of the standard and defined process.",null
ProcessAttributeAchievement,PA1.1.ACH.1,null,ASPICE_PAM_4.1,null,The process achieves its defined outcomes.,null
ProcessAttributeAchievement,PA2.1.ACH.1,null,ASPICE_PAM_4.1,null,A strategy for the performance of the process is defined based on the identified objectives.,null
ProcessAttributeAchievement,PA2.1.ACH.2,null,ASPICE_PAM_4.1,null,The performance of the process is planned.,null
ProcessAttributeAchievement,PA2.1.ACH.3,null,ASPICE_PAM_4.1,null,The performance of the process is monitored and adjusted to meet the planning.,null
ProcessAttributeAchievement,PA2.1.ACH.4,null,ASPICE_PAM_4.1,null,The needs for human resources including responsibilities and authorities for performing the process are determined.,null
ProcessAttributeAchievement,PA2.1.ACH.5,null,ASPICE_PAM_4.1,null,The needs for physical and material resources are determined.,null
ProcessAttributeAchievement,PA2.1.ACH.6,null,ASPICE_PAM_4.1,null,The persons performing the process are prepared for executing their responsibilities.,null
ProcessAttributeAchievement,PA2.1.ACH.7,null,ASPICE_PAM_4.1,null,"The physical and material resources for performing the process are identified, made available, allocated and used.",null
ProcessAttributeAchievement,PA2.1.ACH.8,null,ASPICE_PAM_4.1,null,The interfaces between the involved parties are managed to ensure both effective communication and the assignment of responsibilities.,null
ProcessAttributeAchievement,PA2.2.ACH.1,null,ASPICE_PAM_4.1,null,The requirements for the work products of the process are defined.,null
ProcessAttributeAchievement,PA2.2.ACH.2,null,ASPICE_PAM_4.1,null,The requirements for storage and control of the work products are defined.,null
ProcessAttributeAchievement,PA2.2.ACH.3,null,ASPICE_PAM_4.1,null,"The work products are appropriately identified, stored, and controlled.",null
ProcessAttributeAchievement,PA2.2.ACH.4,null,ASPICE_PAM_4.1,null,The work products are reviewed and adjusted as necessary to meet requirements.,null
ProcessAttributeAchievement,PA3.1.ACH.1,null,ASPICE_PAM_4.1,null,"A standard process is developed, established, and maintained that describes the fundamental elements that must be incorporated into a defined process.",null
ProcessAttributeAchievement,PA3.1.ACH.2,null,ASPICE_PAM_4.1,null,The required inputs and the expected outputs for the standard process are defined.,null
ProcessAttributeAchievement,PA3.1.ACH.3,null,ASPICE_PAM_4.1,null,"The roles, responsibilities, authorities, and required competencies for performing the standard process are defined.",null
ProcessAttributeAchievement,PA3.1.ACH.4,null,ASPICE_PAM_4.1,null,Tailoring guidelines for deriving the defined process from the standard process are defined.,null
ProcessAttributeAchievement,PA3.1.ACH.5,null,ASPICE_PAM_4.1,null,The required physical and material resources and process infrastructure needs are determined as part of the standard process.,null
ProcessAttributeAchievement,PA3.1.ACH.6,null,ASPICE_PAM_4.1,null,"Suitable methods and required activities for monitoring the effectiveness, suitability and adequacy of the process are determined.",null
ProcessAttributeAchievement,PA3.2.ACH.1,null,ASPICE_PAM_4.1,null,A defined process is deployed based upon an appropriately selected and/or tailored standard process.,null
ProcessAttributeAchievement,PA3.2.ACH.2,null,ASPICE_PAM_4.1,null,An assignment of persons necessary for performing the defined process to roles is performed and communicated.,null
ProcessAttributeAchievement,PA3.2.ACH.3,null,ASPICE_PAM_4.1,null,"The required education, training and experience is ensured and monitored for the persons assigned to the roles.",null
ProcessAttributeAchievement,PA3.2.ACH.4,null,ASPICE_PAM_4.1,null,"The required resources for performing the defined process are made available, allocated, and maintained.",null
ProcessAttributeAchievement,PA3.2.ACH.5,null,ASPICE_PAM_4.1,null,Appropriate information is collected and analyzed as a basis for understanding the behavior of the process.,null
ProcessAttributeAchievement,PA4.1.ACH.1,null,ASPICE_PAM_4.1,null,The process information needs in support of relevant defined quantitative business goals are established.,null
ProcessAttributeAchievement,PA4.1.ACH.2,null,ASPICE_PAM_4.1,null,"Measurable relationships between process elements that contribute to the process performance, and data collection techniques and data collection frequency, are identified.",null
ProcessAttributeAchievement,PA4.1.ACH.3,null,ASPICE_PAM_4.1,null,Process measurement objectives are derived from the process information needs.,null
ProcessAttributeAchievement,PA4.1.ACH.4,null,ASPICE_PAM_4.1,null,Techniques for analyzing the collected data are selected.,null
ProcessAttributeAchievement,PA4.1.ACH.5,null,ASPICE_PAM_4.1,null,Quantitative control limits for the process performance in support of relevant business goals are established.,null
ProcessAttributeAchievement,PA4.1.ACH.6,null,ASPICE_PAM_4.1,null,"The results of measurement are collected, validated and reported in order to monitor the extent to which the quantitative targets/objectives for the process performance are met.",null
ProcessAttributeAchievement,PA4.2.ACH.1,null,ASPICE_PAM_4.1,null,The variations in process performance are identified.,null
ProcessAttributeAchievement,PA4.2.ACH.2,null,ASPICE_PAM_4.1,null,The assignable causes of process variations are determined through analysis of the collected quantitative data.,null
ProcessAttributeAchievement,PA4.2.ACH.3,null,ASPICE_PAM_4.1,null,The distributions that characterize the performance of the process are established.,null
ProcessAttributeAchievement,PA4.2.ACH.4,null,ASPICE_PAM_4.1,null,Corrective actions are taken to address assignable causes of variation.,null
ProcessAttributeAchievement,PA5.1.ACH.1,null,ASPICE_PAM_4.1,null,The process innovation objectives are defined that support the relevant business goals.,null
ProcessAttributeAchievement,PA5.1.ACH.2,null,ASPICE_PAM_4.1,null,The quantitative data are analyzed to identify opportunities for innovation.,null
ProcessAttributeAchievement,PA5.1.ACH.3,null,ASPICE_PAM_4.1,null,Innovation opportunities derived from new technologies and process concepts are identified.,null
ProcessAttributeAchievement,PA5.2.ACH.1,null,ASPICE_PAM_4.1,null,The impact of all proposed changes is assessed against the objectives of the defined process and standard process.,null
ProcessAttributeAchievement,PA5.2.ACH.2,null,ASPICE_PAM_4.1,null,The implementation of all agreed changes is managed to ensure that any disruption to the process performance is understood and acted upon.,null
ProcessAttributeAchievement,PA5.2.ACH.3,null,ASPICE_PAM_4.1,null,The effectiveness of process changes on the basis of quantitative performance and innovation feedback is evaluated.,null
InformationItem,06-51,Tailoring guideline,ASPICE_PAM_4.1,null,null,"Set of rules to adapt processes, methods, documentation, or requirements to a specific project, product, or organizational context. Identifies: Criteria for tailoring, Proceeding of tailoring, Approval conditions, Integrity and consistency needs of the defined process. Includes: Tailoring matrix, Tailoring triggers, Assets of the defined process."
InformationItem,07-61,Quantitative process metric,ASPICE_PAM_4.1,null,null,"Quantitative evaluation of measurable relationships and characteristics of a process. Identifies: Measurable indicators, Relationship of the quantitatively measurable indicators, Trend evaluation. Includes: Process elements and descriptions, Repositories and tools, for example to store historical data. Examples and References: Information needs derived from business goals."
InformationItem,07-62,Process analysis technique,ASPICE_PAM_4.1,null,null,"Workflow description to control process within specific limits. Identifies: Calculation specification, for example statistic algorithm, Mathematical references, Data structure. Includes: Frequency of data collection."
InformationItem,07-63,Process control limits,ASPICE_PAM_4.1,null,null,"Boundaries used to monitor and manage a process. Identifies: Quantitative control limits, Relevant process metrics."
InformationItem,07-64,Process measurement data,ASPICE_PAM_4.1,null,null,"Data collected across process instances. Identifies: Attributes of data, for example timestamps, Relation to process measurement metrics, Storage and retrieval, Controls over access."
InformationItem,08-61,Resource allocation,ASPICE_PAM_4.1,null,null,"Distribution of resources to tasks and locations. Identifies: Resources identification information, Tasks, Locations, Timing needs, Roles, Restrictions of availability. Includes: Workload evaluation, Physical and material resources. Examples and references: Resource allocation for a test team, for example persons, tool licenses, test hardware."
InformationItem,08-62,Communication matrix,ASPICE_PAM_4.1,null,null,"Relationships and dependencies of an organization to manage communication. Identifies: Affected internal and external stakeholders, Roles, Contact information, Definition of affected interfaces between stakeholders, Communication subject. Includes: Communication means and frequency, Documentation needs of the communication, for example type of record."
InformationItem,08-63,Process monitoring method,ASPICE_PAM_4.1,null,null,"Documentation of workflow to measure and to control boundaries of a process. Identifies: Methods of analysis, Measurements, Criteria for monitoring, Boundaries and limits of measures. Includes: Measurement frequency and technology."
InformationItem,08-66,Measures against deviations in quantitative process analysis,ASPICE_PAM_4.1,null,null,"Definition of corrective measures for quantitative process control. Identifies: Corrective measures, Implementation boundaries, Causes of variation, Timing requirements, Evaluation requirements (for example data filtering)."
InformationItem,10-50,Role description,ASPICE_PAM_4.1,null,null,"Definition of a process role. Identifies: Name/identifier, Assigned activities (for example as RASIC), Responsibilities, Authorities, Required competencies, skills, and experience. Includes: Reference to qualification methods."
InformationItem,10-51,Qualification method description,ASPICE_PAM_4.1,null,null,"Description of a qualification method for human resources. Identifies: Competence category (for example product, process or tools), Management level and title, Subject specific needs, Name, Required level of knowledge (for example to standards and norms), Type of method (for example as formal training, on the job, mentoring or coaching). Includes: Reference to courses and training material."
InformationItem,10-52,Process resource and infrastructure description,ASPICE_PAM_4.1,null,null,"Description of a non-human resource. Identifies: Facilities, Tools and licenses, Networks, Services (for example by internal or external providers), Samples. Includes: Evidence for tool qualification if relevant (for example within safety critical usage)."
InformationItem,13-55,Process resource and infrastructure documentation,ASPICE_PAM_4.1,null,null,"Documentation that the required resources for performing the defined process are made available, allocated, used and maintained.
Identifies:
• Information on availability, allocation and usage of resources
• Facilities
• Tools and corresponding licenses
• Networks
• Services
• Needs for samples, for example prototype protection
Includes:
• Maintenance information, if applicable"
InformationItem,14-53,Role assignment,ASPICE_PAM_4.1,null,null,"Assignment of person(s) to roles.
Identifies:
• Required competencies
• Existing competencies
• Experiences
• Training related to role
Includes:
• Gap identification and guidance
• Approver"
InformationItem,15-54,Tailoring documentation,ASPICE_PAM_4.1,null,null,"Context specific use evaluation results and adaptations to a standard process.
Identifies:
• Applied criteria for tailoring
• Evidence of adaptations made to the standard process, for example meeting organization changes.
• Reference to standard process and version, for example adaptation of lifecycle
Includes:
• Traceability information
• Methods, tools and techniques"
InformationItem,15-57,Quantitative process analysis results,ASPICE_PAM_4.1,null,null,"Quantitative analysis results of a process. Identifies: Results to defined, measurable outputs, for example cycle time, defect density, process yield, Distribution results. Includes: Trend analysis, Statistical control evaluation, Quantitative control limits. Examples and references: Lean Six Sigma analysis with evaluation of process capability indices (Cpk)."
InformationItem,15-58,Common cause of variation analysis results,ASPICE_PAM_4.1,null,null,"Results of variation analysis specific for common cause. Identifies: References of common causes, Deviations of the quantitative performance of process instances, Distributions of the quantitative performance of process instances. Includes: Quantitative control limits."
InformationItem,17-55,Resource needs,ASPICE_PAM_4.1,null,null,"Identification of required resources for process performance. Identifies: Human resources, Competencies, Skills and authorities, Material, Infrastructure and equipment, Tooling, Time, Budgets. Includes: Relation to work breakdown structure and planning information."
InformationItem,18-59,Review and approval criteria for work products,ASPICE_PAM_4.1,null,null,"Specification of review and approval criteria for work products. Identifies: Review conditions, Timing needs, for example a specific milestone, Review methods, for example inspection or peer review. Includes: Approval definition. Examples and References: Definition when and how to perform a walkthrough meeting."
InformationItem,18-70,Business goals,ASPICE_PAM_4.1,null,null,"Explanation of business goals. Identifies: Requirements for the business needs, Associations to other goals, Reasons and rationales for the goals, Authorization level, Timeframe. Includes: Degree of the need, Effect on the business, for example in case of delay, Assumptions and constraints."
InformationItem,18-80,Process improvement opportunity,ASPICE_PAM_4.1,null,null,"Cause of an improvement need.
Identifies:
• Improvement objectives, for example a specific business goal
• Organizational scope
• Process scope
• Qualitative evaluation
• Quantitative evaluation
Includes:
• Activities
• Stakeholders
• Priorities
Examples and References:
• Best practice analysis
• State-of-the-art observations
• Market studies"
InformationItem,18-81,Improvement evaluation results,ASPICE_PAM_4.1,null,null,"Evaluation result of the effects of realized changes initiated for improvement.
Identifies:
• Expected benefits
• Conditions, for example evaluation cycle time
• Constraints and assumptions
Includes:
• Tactical level impact
• Strategical level impact
• Operational level impact
Examples and References:
• Cycle time of a changed problem resolution process for optical hardware inspection.
• ISO/IEC TR33014 Guide for process improvement"
ProcessOutcome,ACQ.2.OUT.1,null,CS_PAM_2.0,null,Evaluation criteria are established for suppliers.,null
ProcessOutcome,ACQ.2.OUT.2,null,CS_PAM_2.0,null,Suppliers are evaluated against the defined criteria.,null
ProcessOutcome,ACQ.2.OUT.3,null,CS_PAM_2.0,null,A request for quotation is issued to supplier candidates.,null
ProcessOutcome,ACQ.2.OUT.4,null,CS_PAM_2.0,null,"Commitment/agreement, corrective actions, are agreed. The supplier is contracted in consideration of the evaluation result.",null
ProcessOutcome,MAN.7.OUT.1,null,CS_PAM_2.0,null,The item is defined including its functions and boundaries.,null
ProcessOutcome,MAN.7.OUT.2,null,CS_PAM_2.0,null,"Relevant assets, threats and damage scenarios are identified and regularly updated.",null
ProcessOutcome,MAN.7.OUT.3,null,CS_PAM_2.0,null,Cybersecurity risks are analyzed based on impact rating and attack feasibility rating in order to support prioritization for the treatment of risks.,null
ProcessOutcome,MAN.7.OUT.4,null,CS_PAM_2.0,null,The status of risk and the progress of the risk treatment activities is determined.,null
ProcessOutcome,MAN.7.OUT.5,null,CS_PAM_2.0,null,"Appropriate treatment is taken to mitigate the impact of risk based on its priority, likelihood, and consequence or other defined risk threshold.",null
ProcessOutcome,SEC.1.OUT.1,null,CS_PAM_2.0,null,Cybersecurity goals are specified.,null
ProcessOutcome,SEC.1.OUT.2,null,CS_PAM_2.0,null,Cybersecurity requirements are derived from cybersecurity goals.,null
ProcessOutcome,SEC.1.OUT.3,null,CS_PAM_2.0,null,Consistency and bidirectional traceability are maintained between cybersecurity requirements and goals and between the cybersecurity goals and the threat scenarios.,null
ProcessOutcome,SEC.1.OUT.4,null,CS_PAM_2.0,null,The cybersecurity requirements are agreed and communicated to all affected parties.,null
ProcessOutcome,SEC.2.OUT.1,null,CS_PAM_2.0,null,"The architecture of the system, software, and hardware is refined.",null
ProcessOutcome,SEC.2.OUT.2,null,CS_PAM_2.0,null,"Consistency and bidirectional traceability are established between cybersecurity requirements and system architecture, software architecture and components of hardware architecture; consistency and bidirectional traceability are established between cybersecurity requirements and software detailed design and hardware detailed design.",null
ProcessOutcome,SEC.2.OUT.3,null,CS_PAM_2.0,null,Appropriate cybersecurity controls are selected.,null
ProcessOutcome,SEC.2.OUT.4,null,CS_PAM_2.0,null,Weaknesses are analyzed.,null
ProcessOutcome,SEC.2.OUT.5,null,CS_PAM_2.0,null,Detailed design of software and hardware is refined.,null
ProcessOutcome,SEC.2.OUT.6,null,CS_PAM_2.0,null,Consistency and bidirectional traceability are established between the software architecture and software detailed design; and consistency and bidirectional traceability are established between the components of hardware architecture and hardware detailed design.,null
ProcessOutcome,SEC.2.OUT.7,null,CS_PAM_2.0,null,The agreed cybersecurity implementation is communicated to all affected parties.,null
ProcessOutcome,SEC.3.OUT.1,null,CS_PAM_2.0,null,Risk treatment verification measures are developed.,null
ProcessOutcome,SEC.3.OUT.2,null,CS_PAM_2.0,null,Verification measures are selected according to the release scope.,null
ProcessOutcome,SEC.3.OUT.3,null,CS_PAM_2.0,null,The implementation of the design and the integration of the components is verified. Verification results are recorded.,null
ProcessOutcome,SEC.3.OUT.4,null,CS_PAM_2.0,null,"Consistency and bidirectional traceability are established between the risk treatment verification measures and the cybersecurity requirements, as well as between the risk treatment verification measures and the refined architectural design, detailed design and software units. Bidirectional traceability is established between the verification results and the risk treatment verification measures.",null
ProcessOutcome,SEC.3.OUT.5,null,CS_PAM_2.0,null,The results of the risk treatment verification are summarized and communicated to all affected parties.,null
ProcessOutcome,SEC.4.OUT.1,null,CS_PAM_2.0,null,Risk treatment validation measures are specified based on the cybersecurity goals.,null
ProcessOutcome,SEC.4.OUT.2,null,CS_PAM_2.0,null,"Validation measures are selected according to defined criteria, including criteria for regression validation.",null
ProcessOutcome,SEC.4.OUT.3,null,CS_PAM_2.0,null,"The integrated system is validated using the specified validation measures, and the results of the validation are recorded.",null
ProcessOutcome,SEC.4.OUT.4,null,CS_PAM_2.0,null,Consistency and bidirectional traceability are established between the validation measures and the cybersecurity goals; and bidirectional traceability is established between validation results and validation measures.,null
ProcessOutcome,SEC.4.OUT.5,null,CS_PAM_2.0,null,The results of the risk treatment validation are summarized and communicated to all affected parties.,null
BasePractice,ACQ.2.BP1,null,CS_PAM_2.0,null,Establish supplier evaluation criteria. Analyze relevant requirements to define evaluation criteria for supplier's capabilities.,null
BasePractice,ACQ.2.BP2,null,CS_PAM_2.0,null,Evaluate potential suppliers. Collect information about the supplier's capabilities and evaluate it against the established evaluation criteria. Short-list the preferred suppliers and document the results.,null
BasePractice,ACQ.2.BP3,null,CS_PAM_2.0,null,Prepare and issue a request for quotation. Identify supplier candidates based on the evaluation. Prepare and issue a request for quotation including a corrective action plan for identified deviations.,null
BasePractice,ACQ.2.BP4,null,CS_PAM_2.0,null,"Negotiate and award the commitment/agreement. Establish a commitment/agreement based on the evaluation of the request for quotation responses, covering the relevant requirements, and the agreed corrective actions.",null
BasePractice,MAN.7.BP1,null,CS_PAM_2.0,null,"Identify cybersecurity risk management scope. Identify and regularly update the cybersecurity risk management scope including the item, its functions and its boundaries with affected parties.",null
BasePractice,MAN.7.BP2,null,CS_PAM_2.0,null,"Identify cybersecurity events. Identify and regularly evaluate cybersecurity information and derive potential cybersecurity events. Update the relevant assets, damage and threat scenarios with affected parties.",null
BasePractice,MAN.7.BP3,null,CS_PAM_2.0,null,Analyze risks. Analyze and determine the risk of the potential cybersecurity events based on the impact they may have and based on the feasibility of an attack path to be exploited in order to support prioritization for the treatment of risks.,null
BasePractice,MAN.7.BP4,null,CS_PAM_2.0,null,"Define risk treatment options. For each risk select a treatment option to retain, reduce, avoid, or transfer (share) the risk.",null
BasePractice,MAN.7.BP5,null,CS_PAM_2.0,null,Define and perform risk treatment activities. Define and perform risk activities for risk treatment options.,null
BasePractice,MAN.7.BP6,null,CS_PAM_2.0,null,"Monitor risks. Regularly re-evaluate the risks related to the identified potential cybersecurity events to determine changes in the status of the cybersecurity risks, re-evaluate the risk treatment options and review the progress of the risk treatment activities.",null
